id,imdb_id,popularity,budget,revenue,original_title,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
318846,tt1596363,4.648046,28000000,133346506,The Big Short,130,Comedy|Drama,12/11/15,1545,7.3,2015,25759988.67,122678731.5
177677,tt2381249,4.566713,150000000,682330139,Mission: Impossible - Rogue Nation,131,Action,7/23/15,2349,7.1,2015,137999939.3,627743451.7
214756,tt2637276,4.564549,68000000,215863606,Ted 2,115,Comedy,6/25/15,1666,6.3,2015,62559972.47,198594430.1
207703,tt2802144,4.503789,81000000,403802136,Kingsman: The Secret Service,130,Crime|Comedy|Action|Adventure,1/24/15,3833,7.6,2015,74519967.21,371497801.7
314365,tt1895587,4.062293,20000000,88346473,Spotlight,128,Drama|Thriller|History,11/6/15,1559,7.8,2015,18399991.9,81278719.4
294254,tt4046784,3.968891,61000000,311256926,Maze Runner: The Scorch Trials,132,Action|Science Fiction|Thriller,9/9/15,1849,6.4,2015,56119975.31,286356245.9
280996,tt3168230,3.927333,0,29355203,Mr. Holmes,103,Mystery|Drama,6/19/15,425,6.4,2015,0,27006774.88
198184,tt1823672,3.899557,49000000,102069268,Chappie,120,Crime|Action|Science Fiction,3/4/15,1990,6.6,2015,45079980.16,93903685.24
254470,tt2848292,3.877764,29000000,287506194,Pitch Perfect 2,115,Comedy|Music,5/7/15,1264,6.8,2015,26679988.26,264505582.1
296098,tt3682448,3.64821,40000000,162610473,Bridge of Spies,141,Thriller|Drama,10/15/15,1638,7.1,2015,36799983.81,149601569.3
257445,tt1051904,3.644541,58000000,150170815,Goosebumps,103,Adventure|Horror|Comedy,8/5/15,600,6.2,2015,53359976.52,138157089
264644,tt3170832,3.557846,6000000,35401758,Room,117,Drama|Thriller,10/16/15,1520,8,2015,5519997.571,32569603.03
339527,tt1291570,3.358321,0,22354572,Solace,101,Crime|Drama|Mystery,9/3/15,474,6.2,2015,0,20566197.19
105864,tt1979388,3.339135,175000000,331926147,The Good Dinosaur,93,Adventure|Animation|Comedy|Family|Fantasy,11/14/15,1087,6.6,2015,160999929.2,305371920.9
241554,tt2199571,3.23737,50000000,71561644,Run All Night,114,Action|Crime|Drama|Mystery|Thriller,3/11/15,814,6.3,2015,45999979.76,65836683.51
167073,tt2381111,3.227329,11000000,62076141,Brooklyn,111,Drama|Romance,11/4/15,754,7.3,2015,10119995.55,57110024.59
277216,tt1398426,3.202719,28000000,201634991,Straight Outta Compton,147,Drama|Music,8/13/15,918,7.7,2015,25759988.67,185504110.1
274854,tt1618442,3.080505,90000000,140396650,The Last Witch Hunter,106,Fantasy|Action|Adventure,10/21/15,879,5.6,2015,82799963.57,129164861.2
321697,tt2080374,3.079522,30000000,34441873,Steve Jobs,122,History|Drama,10/9/15,1035,6.9,2015,27599987.86,31686509.22
203801,tt1638355,3.053421,75000000,108145109,The Man from U.N.C.L.E.,116,Comedy|Action|Adventure,8/13/15,1548,7,2015,68999969.64,99493456.5
293863,tt1655441,3.025852,25000000,42629776,The Age of Adaline,112,Fantasy|Drama|Romance,4/16/15,1221,7.3,2015,22999989.88,39219376.66
325348,tt3072482,3.023253,10000000,14333790,Hardcore Henry,97,Action|Adventure|Science Fiction,9/12/15,396,5.9,2015,9199995.952,13187081
228161,tt2224026,2.976436,135000000,368871007,Home,94,Fantasy|Comedy|Animation|Science Fiction|Family,3/18/15,1060,6.9,2015,124199945.4,339361177.1
286565,tt3622592,2.968254,12000000,85512300,Paper Towns,109,Drama|Mystery|Romance,7/9/15,1252,6.2,2015,11039995.14,78671281.38
265208,tt2231253,2.93234,30000000,0,Wild Card,92,Thriller|Crime|Drama,1/14/15,481,5.3,2015,27599987.86,0
254320,tt3464902,2.885126,4000000,9064511,The Lobster,118,Thriller|Comedy|Drama|Romance|Science Fiction,10/8/15,638,6.6,2015,3679998.381,8339346.451
258480,tt2402927,2.883233,11800000,40272135,Carol,118,Romance|Drama,11/20/15,562,7.1,2015,10855995.22,37050347.9
257211,tt2361509,2.814802,35000000,194564672,The Intern,121,Comedy,9/24/15,1255,7.1,2015,32199985.83,178999419.5
253412,tt2719848,2.798017,55000000,203427584,Everest,121,Adventure|Drama,9/10/15,1172,6.7,2015,50599977.74,187153294.9
274479,tt2446980,2.793297,60000000,101134059,Joy,124,Comedy|Drama,12/24/15,1001,6.4,2015,55199975.71,93043293.34
257088,tt2058673,2.614499,105000000,133718711,Point Break,114,Action|Crime|Thriller,12/3/15,505,5.5,2015,96599957.5,123021160
295964,tt2503944,2.584264,20000000,36606743,Burnt,100,Drama,10/2/15,631,6.3,2015,18399991.9,33678188.74
238615,tt2140379,2.578919,26000000,30523226,Self/less,116,Science Fiction|Mystery|Thriller,7/10/15,719,6.2,2015,23919989.48,28081355.56
210860,tt3045616,2.575711,60000000,30418560,Mortdecai,106,Comedy|Adventure,1/21/15,696,5.3,2015,55199975.71,27985062.89
306819,tt0810819,2.557859,15000000,64191523,The Danish Girl,120,Drama,11/27/15,867,7.3,2015,13799993.93,59056175.18
201088,tt2717822,2.550747,70000000,17752940,Blackhat,133,Mystery|Crime|Action|Thriller|Drama,1/13/15,584,5,2015,64399971.66,16332697.61
273481,tt3397884,2.487849,30000000,84025816,Sicario,121,Action|Crime|Drama|Mystery|Thriller,9/17/15,1479,7.1,2015,27599987.86,77303716.71
166424,tt1502712,2.487042,120000001,167977596,Fantastic Four,100,Action|Adventure|Science Fiction,8/5/15,1565,4.4,2015,110399952.3,154539320.3
310131,tt4263482,2.46449,3500000,40423945,The Witch,92,Mystery|Horror,3/24/15,700,5.8,2015,3219998.583,37190013.04
238713,tt3079380,2.404473,65000000,235666219,Spy,120,Action|Comedy|Crime,5/6/15,1840,6.9,2015,59799973.69,216812826.1
256591,tt2381941,2.395366,50100000,153962963,Focus,105,Romance|Comedy|Crime|Drama,2/25/15,1831,6.7,2015,46091979.72,141645863.6
249070,tt2679042,2.354654,35000000,82347656,Hitman: Agent 47,96,Action|Crime|Thriller,8/20/15,820,5.5,2015,32199985.83,75759810.19
205775,tt1390411,2.345821,100000000,93820758,In the Heart of the Sea,122,Thriller|Drama|Adventure|Action|History,11/20/15,805,6.4,2015,91999959.52,86315059.38
334074,tt3247714,2.331636,20000000,0,Survivor,96,Crime|Thriller|Action,5/21/15,280,5.4,2015,18399991.9,0
312221,tt3076658,2.331567,35000000,137935567,Creed,133,Drama,11/25/15,1171,7.3,2015,32199985.83,126900665.8
271718,tt3152624,2.31767,35000000,140795793,Trainwreck,125,Comedy,7/17/15,849,6.1,2015,32199985.83,129532072.6
333352,tt2057392,2.29573,13000000,32848185,Eye in the Sky,102,Drama|Thriller|War,9/11/15,265,7.2,2015,11959994.74,30220316.9
276907,tt3569230,2.28135,25000000,42972994,Legend,131,Crime|Thriller,9/9/15,619,6.7,2015,22999989.88,39535137.08
284289,tt2911668,2.272044,0,45895,Beyond the Reach,95,Thriller,4/17/15,81,5.5,2015,0,42223.38142
266647,tt3332064,2.234573,150000000,128388320,Pan,111,Adventure|Family|Fantasy,9/24/15,586,5.9,2015,137999939.3,118117202.4
347096,tt3478232,2.165433,0,0,Mythica: The Darkspore,108,Action|Adventure|Fantasy,6/24/15,27,5.1,2015,0,0
308369,tt2582496,2.141506,0,0,Me and Earl and the Dying Girl,105,Comedy|Drama,6/12/15,569,7.7,2015,0,0
227973,tt2452042,2.140199,99000000,246233113,The Peanuts Movie,88,Adventure|Animation|Comedy|Family,11/5/15,414,6.4,2015,91079959.92,226534364.3
321741,tt3322364,2.121884,35000000,48623572,Concussion,123,Drama,11/12/15,500,6.9,2015,32199985.83,44733666.56
296100,tt3530002,2.096273,25000000,52395996,The Night Before,100,Comedy,11/20/15,363,6.1,2015,22999989.88,48204295.11
263472,tt3605418,2.080935,2500000,5214043,Knock Knock,99,Drama|Horror|Thriller,6/26/15,473,4.8,2015,2299998.988,4796917.449
228205,tt2726560,2.070708,34000000,63013281,The Longest Ride,128,Romance|Drama,4/9/15,711,7.3,2015,31279986.24,57972193.01
159824,tt2510894,2.060162,80000000,466183544,Hotel Transylvania 2,89,Animation|Comedy|Family,9/21/15,919,6.8,2015,73599967.62,428888671.8
333348,tt2279339,2.055572,17000000,24000000,Love the Coopers,107,Family|Comedy,11/12/15,111,5.3,2015,15639993.12,22079990.28
285783,tt3488710,2.049886,35000000,61181942,The Walk,123,Adventure|Drama|Thriller,9/30/15,706,6.8,2015,32199985.83,56287361.87
290764,tt2401097,2.026651,11000000,1863315,Tracers,94,Action|Crime|Drama,1/15/15,326,5.9,2015,10119995.55,1714249.046
296099,tt1524930,2.000338,31000000,104384188,Vacation,99,Adventure|Comedy,7/28/15,846,6.1,2015,28519987.45,96033410.71
243688,tt1029360,1.984529,35000000,95437994,Poltergeist,93,Horror|Thriller,5/20/15,589,5,2015,32199985.83,87802915.85
287424,tt1881002,1.980039,4000000,187112,Maggie,95,Horror,5/8/15,384,5.1,2015,3679998.381,172142.9643
301875,tt3289728,1.959765,0,2000000,Equals,101,Drama|Romance|Science Fiction,9/4/15,135,5.6,2015,0,1839999.19
181283,tt1014763,1.95632,50000000,3324330,Child 44,137,Crime|Thriller,3/15/15,341,5.9,2015,45999979.76,3058382.254
328425,tt4178092,1.926739,5000000,58978653,The Gift,108,Thriller|Mystery,7/30/15,631,6.6,2015,4599997.976,54260336.89
274167,tt1528854,1.904898,50000000,240360392,Daddy's Home,96,Comedy,12/25/15,568,5.7,2015,45999979.76,221131463.3
370687,tt3608646,1.876037,0,0,Mythica: The Necromancer,0,Fantasy|Action|Adventure,12/19/15,11,5.4,2015,0,0
307663,tt3480796,1.872696,10000000,0,Vice,96,Thriller|Science Fiction|Action|Adventure,1/16/15,181,4.1,2015,9199995.952,0
309809,tt1754656,1.865007,64000000,97571250,The Little Prince,92,Adventure|Animation|Fantasy,7/29/15,423,7.5,2015,58879974.09,89765510.5
258509,tt2974918,1.841779,0,233755553,Alvin and the Chipmunks: The Road Chip,92,Adventure|Animation|Comedy|Family,12/17/15,278,5.7,2015,0,215055014.1
298382,tt2910904,1.82313,11930000,18340000,The Dressmaker,118,Drama,10/1/15,197,6.9,2015,10975595.17,16872792.58
272693,tt1666801,1.758618,8500000,43528634,The DUFF,100,Romance|Comedy,2/20/15,753,6.8,2015,7819996.559,40046325.66
283445,tt2752772,1.742286,10000000,52882018,Sinister 2,97,Horror,8/19/15,331,5.5,2015,9199995.952,48651435.15
256961,tt3450650,1.73518,30000000,107597242,Paul Blart: Mall Cop 2,94,Action|Adventure|Comedy|Family,4/16/15,422,5.3,2015,27599987.86,98989419.08
326359,tt4007502,1.724712,0,0,Frozen Fever,8,Adventure|Animation|Family,3/9/15,475,7,2015,0,0
254302,tt0462335,1.661789,0,0,High-Rise,119,Action|Drama|Science Fiction,9/26/15,161,5.4,2015,0,0
241251,tt3181822,1.651078,4000000,50163103,The Boy Next Door,91,Thriller,1/23/15,810,3.9,2015,3679998.381,46150034.45
292040,tt3321300,1.646664,0,0,Spooks: The Greater Good,104,Thriller|Action,4/11/15,114,5.6,2015,0,0
188222,tt1674771,1.532997,30000000,49263404,Entourage,104,Comedy,6/3/15,364,6.2,2015,27599987.86,45322311.74
252838,tt0884732,1.510096,23000000,79799880,The Wedding Ringer,101,Comedy,1/16/15,446,6.5,2015,21159990.69,73415857.3
273477,tt1727776,1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,93,Comedy|Horror,10/23/15,288,6.2,2015,13799993.93,13671898.7
298312,tt3567288,1.495112,5000000,98450062,The Visit,94,Horror|Thriller,9/10/15,729,5.9,2015,4599997.976,90574017.19
261023,tt1355683,1.483246,53000000,99775678,Black Mass,122,Crime|Drama,9/4/15,848,6.3,2015,48759978.55,91793583.37
336004,tt3276924,1.449072,8900000,50136,Heist,93,Crime|Action|Thriller,11/13/15,233,5.4,2015,8187996.397,46125.0997
287903,tt3850590,1.448002,15000000,61548707,Krampus,98,Horror|Comedy|Fantasy,11/26/15,342,5.9,2015,13799993.93,56624785.53
182560,tt2402101,1.443406,20000000,208588,Dark Places,113,Drama|Mystery|Thriller,3/31/15,322,5.7,2015,18399991.9,191900.8756
192141,tt1781922,1.41239,5000000,54418872,No Escape,103,Action|Thriller,8/26/15,519,6.7,2015,4599997.976,50065340.21
308639,tt3850214,1.40805,700000,17986781,Dope,103,Crime|Drama|Comedy,6/19/15,448,7.3,2015,643999.7166,16547831.24
261392,tt3316948,1.388251,28000000,28208085,American Ultra,96,Comedy|Action,8/19/15,695,5.9,2015,25759988.67,25951426.78
304357,tt2404425,1.388032,11000000,61619773,Woman in Gold,120,Drama,4/10/15,277,7.3,2015,10119995.55,56690166.22
297291,tt3086386,1.38032,0,0,The Scorpion King: The Lost Throne,105,Action|Fantasy|Adventure,1/9/15,22,4.5,2015,0,0
266294,tt1850457,1.376605,30000000,105011053,Sisters,118,Comedy,12/18/15,399,5.9,2015,27599987.86,96610126.25
227719,tt2436386,1.360926,12000000,32248241,Project Almanac,106,Science Fiction|Thriller,1/30/15,637,6.3,2015,11039995.14,29668368.67
86828,tt1727770,1.360827,0,5189646,Absolutely Anything,85,Comedy|Science Fiction,6/26/15,199,5.8,2015,0,4774472.219
287948,tt2938956,1.355822,25000000,72629670,The Transporter Refueled,96,Thriller|Action|Crime,9/3/15,407,5.3,2015,22999989.88,66819267
201085,tt2554274,1.345982,55000000,74679822,Crimson Peak,119,Mystery|Thriller|Fantasy|Horror|Drama,10/13/15,819,6.4,2015,50599977.74,68705406.01
277355,tt1945084,1.342839,0,0,Everly,90,Thriller|Action,1/23/15,169,5.1,2015,0,0
264999,tt2268016,1.338481,14800000,122413057,Magic Mike XXL,115,Comedy|Drama|Music,7/1/15,501,6.3,2015,13615994.01,112619962.9
146301,tt2473510,1.338322,10000000,78099553,Paranormal Activity: The Ghost Dimension,88,Horror|Thriller,10/21/15,267,5,2015,9199995.952,71851557.15
223485,tt3205376,1.329702,0,229094,Slow West,84,Romance|Thriller|Western,4/16/15,229,6.6,2015,0,210766.3873
294016,tt3203606,1.316239,15000000,8235661,Trumbo,124,Drama,10/27/15,273,7.2,2015,13799993.93,7576804.786
290751,tt1741273,1.315266,19500000,32189727,Secret in Their Eyes,111,Crime|Drama|Mystery,10/14/15,202,6.2,2015,17939992.11,29614535.81
309245,tt2872462,1.29314,0,2500431,Mistress America,84,Comedy,8/14/15,132,6.4,2015,0,2300395.508
228165,tt2279373,1.291013,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,93,Family|Animation,2/5/15,533,5.7,2015,68079970.04,286666383.3
245706,tt2273657,1.284541,0,4719695,True Story,100,Crime|Drama|Mystery,4/17/15,354,6,2015,0,4342117.489
272878,tt3369806,1.278928,20000000,43967255,Max,111,Adventure|Drama|Family,6/26/15,214,7,2015,18399991.9,40449856.8
263109,tt2872750,1.25358,0,59700000,Shaun the Sheep Movie,85,Family|Animation|Comedy|Adventure,2/5/15,340,6.9,2015,0,54923975.83
157827,tt2217859,1.251681,11000000,0,Louder Than Bombs,109,Drama,5/18/15,43,6.3,2015,10119995.55,0
321751,tt3577624,1.245224,0,1702433,A Perfect Day,106,Comedy|Drama,8/28/15,102,6.3,2015,0,1566237.671
266396,tt2515034,1.225325,40000000,10664749,The Gunman,115,Action|Drama|Crime,2/16/15,283,5.6,2015,36799983.81,9811564.763
277685,tt3713166,1.191138,1000000,62882090,Unfriended,82,Horror|Thriller,4/17/15,643,5.6,2015,919999.5952,57851497.35
268920,tt2967224,1.178831,35000000,51680201,Hot Pursuit,87,Action|Crime|Comedy,5/8/15,472,5.5,2015,32199985.83,47545764
280092,tt3195644,1.164724,10000000,104303851,Insidious: Chapter 3,97,Drama|Horror|Thriller,6/4/15,610,6.3,2015,9199995.952,95959500.7
193687,tt1598642,1.161812,0,118483,Z for Zachariah,97,Drama|Science Fiction|Thriller,8/13/15,181,5.5,2015,0,109004.312
300803,tt3829170,1.144808,0,0,Dragonheart 3: The Sorcerer's Curse,97,Action|Adventure|Fantasy,2/24/15,59,4.5,2015,0,0
328589,tt3722070,1.142518,6000000,41387687,The Lady in the Van,104,Comedy|Drama,11/13/15,135,5.9,2015,5519997.571,38076655.29
228066,tt1976009,1.138395,40000000,34227298,Victor Frankenstein,109,Drama|Science Fiction|Thriller,11/10/15,408,5.5,2015,36799983.81,31489100.3
378373,tt3532278,1.128081,0,0,Brothers of the Wind,98,Adventure|Drama|Family,12/24/15,11,7.5,2015,0,0
291270,tt2401878,1.125239,8000000,3759286,Anomalisa,90,Animation|Comedy|Drama|Romance,12/30/15,259,6.7,2015,7359996.762,3458541.598
294963,tt2494362,1.073349,1800000,0,Bone Tomahawk,132,Horror|Western|Adventure|Drama,10/23/15,220,6.3,2015,1655999.271,0
241257,tt3319920,1.065888,0,17671101,Regression,106,Horror|Mystery|Thriller,10/1/15,310,5.2,2015,0,16257405.77
245698,tt1596345,1.063055,0,0,Pawn Sacrifice,114,Drama,9/16/15,148,6.6,2015,0,0
353326,tt0787524,1.046518,0,11472454,The Man Who Knew Infinity,108,Drama,9/17/15,104,7.1,2015,0,10554653.04
346808,tt3181776,1.041922,20000000,0,Momentum,96,Thriller|Action,8/1/15,100,5.8,2015,18399991.9,0
250124,tt3172532,1.03839,2000000,1477002,The Diary of a Teenage Girl,102,Drama|Romance,8/7/15,186,6.8,2015,1839999.19,1358841.242
290637,tt3733778,1.036825,0,0,Pay the Ghost,94,Horror|Thriller,9/16/15,114,5.3,2015,0,0
244458,tt1567437,1.02762,0,0,The Voices,101,Horror|Thriller|Comedy|Crime,2/6/15,371,6,2015,0,0
308504,tt2493486,1.021441,0,3643591,Last Knights,115,Action|Adventure,4/3/15,237,6.3,2015,0,3352102.245
314405,tt3278330,1.008474,12000000,0,Il racconto dei racconti,125,Romance|Fantasy|Horror,5/14/15,211,5.7,2015,11039995.14,0
282984,tt3715320,1.007054,11000000,27391084,Irrational Man,95,Mystery|Drama,7/17/15,319,6.1,2015,10119995.55,25199786.19
157843,tt1837636,0.973316,15000000,0,Queen of the Desert,128,Drama|History,9/3/15,30,6,2015,13799993.93,0
275601,tt3623726,0.956096,18000000,41325328,Ricki and the Flash,100,Comedy|Drama|Music,7/10/15,152,5.5,2015,16559992.71,38019285.03
290762,tt2245003,0.953647,0,0,Miss You Already,112,Comedy|Drama|Romance,9/12/15,139,7.2,2015,0,0
251516,tt3472226,0.953046,630019,0,Kung Fury,31,Action|Comedy|Science Fiction|Fantasy,5/28/15,487,7.7,2015,579617.225,0
304372,tt3862750,0.950793,12000000,60273173,The Perfect Guy,100,Drama|Thriller,9/11/15,122,5.6,2015,11039995.14,55451294.76
324807,tt2056771,0.938432,0,1936524,A Bigger Splash,120,Crime|Drama|Mystery|Thriller,11/26/15,69,5.8,2015,0,1781601.296
252512,tt1791682,0.93762,10000000,7587485,While We're Young,97,Drama|Comedy,3/27/15,265,5.9,2015,9199995.952,6980483.129
257091,tt2561572,0.927339,40000000,106511453,Get Hard,100,Comedy,3/26/15,661,5.9,2015,36799983.81,97990493.64
228968,tt2917388,0.91704,0,0,Kidnapping Mr. Heineken,95,Drama|Action|Crime|Thriller,3/12/15,131,5.8,2015,0,0
347969,tt2479478,0.913085,60000000,0,The Ridiculous 6,119,Comedy|Western,12/11/15,252,4.8,2015,55199975.71,0
237756,tt2393845,0.90686,0,0,Kill Me Three Times,90,Comedy|Thriller,4/10/15,96,5.1,2015,0,0
293646,tt2006295,0.906036,25000000,24902723,The 33,120,History|Drama,8/6/15,262,5.8,2015,22999989.88,22910495.08
245168,tt3077214,0.898296,14000000,16002420,Suffragette,106,Drama|History,10/16/15,231,7.1,2015,12879994.33,14722219.92
311291,tt3544082,0.894477,0,0,45 Years,95,Drama,8/28/15,167,6,2015,0,0
301351,tt3787590,0.880938,6000000,11122090,We Are Your Friends,96,Drama|Music|Romance,8/26/15,412,6.2,2015,5519997.571,10232318.3
248574,tt1731701,0.880268,0,6075,Barely Lethal,96,Adventure|Action|Comedy,4/30/15,215,5.5,2015,0,5588.997541
225728,tt2884018,0.874641,0,13192457,Macbeth,113,History|Drama|War,8/16/15,269,6.4,2015,0,12137055.1
326425,tt4382872,0.872149,0,16775,Extraction,83,Action|Thriller,12/18/15,57,4.2,2015,0,15432.99321
342474,tt3289712,0.861179,0,0,Jenny's Wedding,94,Comedy|Drama,7/31/15,92,5.2,2015,0,0
277217,tt3440298,0.848748,0,0,Descendants,112,Music|Action|Adventure|Comedy|Family,7/31/15,262,6.7,2015,0,0
207936,tt2338424,0.843174,0,0,Tumbledown,105,Music|Romance|Comedy,4/18/15,22,6.6,2015,0,0
250734,tt2935476,0.842202,0,30229977,Far from the Madding Crowd,119,Romance|Drama,5/1/15,220,6.9,2015,0,27811566.6
249688,tt3416744,0.836941,0,3002884,The End of the Tour,106,Drama,7/31/15,126,7.3,2015,0,2762652.064
268238,tt2555736,0.832487,10000000,85978266,The Second Best Exotic Marigold Hotel,122,Drama|Comedy,2/26/15,196,6.4,2015,9199995.952,79099969.92
256962,tt1810683,0.829111,20000000,6420319,Little Boy,106,Comedy|Drama|War,4/23/15,113,7.1,2015,18399991.9,5906690.881
322456,tt4189260,0.821443,0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,48,Action|Adventure|Animation|Family,2/10/15,14,6.4,2015,0,0
302528,tt3704050,0.820691,0,1986615,Remember,94,Drama|Thriller,10/23/15,75,7.7,2015,0,1827684.996
222936,tt1243974,0.814206,37000000,26250020,Aloha,105,Adventure|Comedy|Romance,5/27/15,469,5.2,2015,34039985.02,24150007.77
316002,tt1137470,0.813893,26000000,0,Accidental Love,100,Romance|Comedy,2/10/15,64,3.6,2015,23919989.48,0
365806,tt4856322,0.810667,0,0,Halo: The Fall of Reach,67,Action|Animation|Science Fiction,10/27/15,32,5.3,2015,0,0
10317,tt1018765,0.795762,28000000,7002261,Our Brand Is Crisis,108,Drama|Comedy,9/11/15,122,5.7,2015,25759988.67,6442077.285
334538,tt2625810,0.792471,0,0,Into the Forest,101,Drama|Science Fiction,6/3/15,57,5.1,2015,0,0
306947,tt2400463,0.787969,0,231737,The Invitation,100,Thriller,3/13/15,192,6.4,2015,0,213197.9462
328901,tt3165630,0.781809,0,0,The Benefactor,90,Drama,4/17/15,55,4.5,2015,0,0
382517,tt4938374,0.773909,0,0,Open Season: Scared Silly,85,Animation|Comedy|Family|Adventure,12/31/15,33,5.6,2015,0,0
310133,tt3813310,0.77107,0,134552,Cop Car,86,Thriller,8/7/15,174,5.5,2015,0,123787.7855
237584,tt2322517,0.768138,0,0,Mojave,93,Thriller,4/18/15,17,4.3,2015,0,0
288036,tt3165612,0.758133,0,3214116,Sleeping with Other People,100,Comedy,6/26/15,197,6.2,2015,0,2956985.419
354110,tt2271563,0.747541,11000000,0,Forsaken,90,Western|Drama,9/16/15,53,5.6,2015,10119995.55,0
331781,tt2870648,0.738404,0,8413144,Amy,128,Documentary|Music,7/3/15,345,7.5,2015,0,7740089.074
253161,tt2334733,0.7299,0,0,Madame Bovary,118,Drama,6/4/15,52,5.3,2015,0,0
312831,tt2474976,0.719407,0,0,The Hallow,97,Fantasy|Horror,11/6/15,122,4.9,2015,0,0
316322,tt4215332,0.714131,0,0,Barbie in Princess Power,74,Family|Animation,1/29/15,13,5.5,2015,0,0
301846,tt2393827,0.707355,0,0,Howl,89,Horror,10/1/15,62,4.9,2015,0,0
306745,tt1658801,0.706023,7000000,573335,Freeheld,103,Romance|Drama,10/2/15,86,7.1,2015,6439997.166,527467.9679
332340,tt3064298,0.70137,0,0,Man Up,88,Romance|Comedy,5/29/15,264,6.5,2015,0,0
292431,tt3774694,0.699932,3000000,695269,Love,134,Drama|Romance,7/6/15,307,4.7,2015,2759998.786,639647.1986
300693,tt3859076,0.69957,9600000,2541554,Truth,121,Drama,9/12/15,89,6.4,2015,8831996.114,2338228.651
333381,tt2948790,0.696184,0,0,Return to Sender,95,Thriller,5/31/15,88,5,2015,0,0
256924,tt1772288,0.690479,10000000,10835752,Danny Collins,107,Comedy|Drama|Music,3/20/15,114,6.6,2015,9199995.952,9968887.454
